,Stationscode,Datum,Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³,Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³,Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³,Luftqualitätsindex
4181,DENW059,'24.04.2021 07:00',20,1,47,mäßig
4182,DENW059,'24.04.2021 08:00',20,14,43,mäßig
4183,DENW059,'24.04.2021 09:00',19,52,20,sehr gut
4184,DENW059,'24.04.2021 10:00',19,58,16,sehr gut
4185,DENW059,'24.04.2021 11:00',19,79,8,gut
4186,DENW059,'24.04.2021 12:00',18,85,7,gut
4187,DENW059,'24.04.2021 13:00',18,84,8,gut
4188,DENW059,'24.04.2021 14:00',18,88,7,gut
4189,DENW059,'24.04.2021 15:00',18,92,6,gut
4190,DENW059,'24.04.2021 16:00',18,91,6,gut
4191,DENW059,'24.04.2021 17:00',17,89,7,gut
4192,DENW059,'24.04.2021 18:00',16,89,10,gut
4193,DENW059,'24.04.2021 19:00',16,83,11,gut
4194,DENW059,'24.04.2021 20:00',16,82,11,gut
4195,DENW059,'24.04.2021 21:00',16,76,16,gut
4196,DENW059,'24.04.2021 22:00',15,64,22,gut
4197,DENW059,'24.04.2021 23:00',15,36,36,gut
4198,DENW059,'24.04.2021 24:00',15,50,27,gut
4199,DENW059,'25.04.2021 01:00',15,67,12,gut
4200,DENW059,'25.04.2021 02:00',15,67,10,gut
4201,DENW059,'25.04.2021 03:00',14,67,-,gut
4202,DENW059,'25.04.2021 04:00',14,61,11,gut
4203,DENW059,'25.04.2021 05:00',13,-,9,sehr gut
4204,DENW059,'25.04.2021 06:00',13,56,10,sehr gut
4205,DENW059,'25.04.2021 07:00',12,48,20,sehr gut
4206,DENW059,'25.04.2021 08:00',12,61,15,gut
4207,DENW059,'25.04.2021 09:00',12,70,8,gut
4208,DENW059,'25.04.2021 10:00',11,73,7,gut
4209,DENW059,'25.04.2021 11:00',11,75,7,gut
4210,DENW059,'25.04.2021 12:00',11,75,6,gut
4211,DENW059,'25.04.2021 13:00',11,79,6,gut
4212,DENW059,'25.04.2021 14:00',11,79,8,gut
4213,DENW059,'25.04.2021 15:00',11,81,7,gut
4214,DENW059,'25.04.2021 16:00',11,80,8,gut
4215,DENW059,'25.04.2021 17:00',12,83,8,gut
4216,DENW059,'25.04.2021 18:00',12,82,10,gut
4217,DENW059,'25.04.2021 19:00',12,82,10,gut
4218,DENW059,'25.04.2021 20:00',12,84,8,gut
4219,DENW059,'25.04.2021 21:00',12,77,12,gut
4220,DENW059,'25.04.2021 22:00',13,72,13,gut
4221,DENW059,'25.04.2021 23:00',13,66,14,gut
4222,DENW059,'25.04.2021 24:00',13,39,34,gut
4223,DENW059,'26.04.2021 01:00',13,44,27,gut
4224,DENW059,'26.04.2021 02:00',13,37,27,gut
4225,DENW059,'26.04.2021 03:00',13,27,30,gut
4226,DENW059,'26.04.2021 04:00',13,24,-,sehr gut
4227,DENW059,'26.04.2021 05:00',14,12,37,gut
4228,DENW059,'26.04.2021 06:00',14,-,48,mäßig
4229,DENW059,'26.04.2021 07:00',14,-,43,mäßig
4230,DENW059,'26.04.2021 08:00',14,3,48,mäßig
4231,DENW059,'26.04.2021 09:00',15,39,28,gut
4232,DENW059,'26.04.2021 10:00',15,58,19,sehr gut
4233,DENW059,'26.04.2021 11:00',15,79,6,gut
4234,DENW059,'26.04.2021 12:00',14,87,3,gut
4235,DENW059,'26.04.2021 13:00',14,88,3,gut
4236,DENW059,'26.04.2021 14:00',14,87,6,gut
4237,DENW059,'26.04.2021 15:00',14,91,5,gut
4238,DENW059,'26.04.2021 16:00',14,96,5,gut
4239,DENW059,'26.04.2021 17:00',13,98,5,gut
4240,DENW059,'26.04.2021 18:00',13,96,7,gut
4241,DENW059,'26.04.2021 19:00',13,91,12,gut
4242,DENW059,'26.04.2021 20:00',12,89,14,gut
4243,DENW059,'26.04.2021 21:00',12,82,18,gut
4244,DENW059,'26.04.2021 22:00',12,82,16,gut
4245,DENW059,'26.04.2021 23:00',11,77,17,gut
4246,DENW059,'26.04.2021 24:00',11,62,22,gut
4247,DENW059,'27.04.2021 01:00',12,38,35,gut
4248,DENW059,'27.04.2021 02:00',11,35,32,gut
4249,DENW059,'27.04.2021 03:00',11,31,27,gut
4250,DENW059,'27.04.2021 04:00',11,41,21,gut
4251,DENW059,'27.04.2021 05:00',11,37,-,sehr gut
4252,DENW059,'27.04.2021 06:00',11,33,29,gut
4253,DENW059,'27.04.2021 07:00',11,-,35,gut
4254,DENW059,'27.04.2021 08:00',10,54,22,gut
4255,DENW059,'27.04.2021 09:00',10,64,16,gut
4256,DENW059,'27.04.2021 10:00',10,72,9,gut
4257,DENW059,'27.04.2021 11:00',10,79,6,gut
4258,DENW059,'27.04.2021 12:00',10,80,7,gut
4259,DENW059,'27.04.2021 13:00',11,86,7,gut
4260,DENW059,'27.04.2021 14:00',11,94,6,gut
4261,DENW059,'27.04.2021 15:00',11,97,7,gut
4262,DENW059,'27.04.2021 16:00',11,102,6,gut
4263,DENW059,'27.04.2021 17:00',11,103,7,gut
4264,DENW059,'27.04.2021 18:00',12,104,7,gut
4265,DENW059,'27.04.2021 19:00',11,105,8,gut
4266,DENW059,'27.04.2021 20:00',11,101,12,gut
4267,DENW059,'27.04.2021 21:00',11,63,43,mäßig
4268,DENW059,'27.04.2021 22:00',12,72,24,gut
4269,DENW059,'27.04.2021 23:00',12,62,26,gut
4270,DENW059,'27.04.2021 24:00',12,38,39,gut
4271,DENW059,'28.04.2021 01:00',12,41,34,gut
4272,DENW059,'28.04.2021 02:00',12,44,30,gut
4273,DENW059,'28.04.2021 03:00',12,64,17,gut
4274,DENW059,'28.04.2021 04:00',12,51,24,gut
4275,DENW059,'28.04.2021 05:00',12,45,24,gut
4276,DENW059,'28.04.2021 06:00',12,30,-,sehr gut
4277,DENW059,'28.04.2021 07:00',12,11,54,mäßig
4278,DENW059,'28.04.2021 08:00',12,-,40,gut
4279,DENW059,'28.04.2021 09:00',13,58,21,gut
4280,DENW059,'28.04.2021 10:00',13,65,18,gut
4281,DENW059,'28.04.2021 11:00',14,74,14,gut
4282,DENW059,'28.04.2021 12:00',14,85,13,gut
4283,DENW059,'28.04.2021 13:00',15,103,7,gut
4284,DENW059,'28.04.2021 14:00',15,120,3,gut
4285,DENW059,'28.04.2021 15:00',15,120,4,gut
4286,DENW059,'28.04.2021 16:00',16,122,5,mäßig
4287,DENW059,'28.04.2021 17:00',16,123,5,mäßig
4288,DENW059,'28.04.2021 18:00',16,119,7,gut
4289,DENW059,'28.04.2021 19:00',17,115,9,gut
4290,DENW059,'28.04.2021 20:00',17,108,13,gut
4291,DENW059,'28.04.2021 21:00',17,68,38,gut
4292,DENW059,'28.04.2021 22:00',18,91,19,gut
4293,DENW059,'28.04.2021 23:00',18,105,6,gut
4294,DENW059,'28.04.2021 24:00',17,100,10,gut
4295,DENW059,'29.04.2021 01:00',17,96,7,gut
4296,DENW059,'29.04.2021 02:00',17,94,5,gut
4297,DENW059,'29.04.2021 03:00',17,88,7,gut
4298,DENW059,'29.04.2021 04:00',17,74,9,gut
4299,DENW059,'29.04.2021 05:00',16,80,4,gut
4300,DENW059,'29.04.2021 06:00',16,80,6,gut
4301,DENW059,'29.04.2021 07:00',16,70,-,gut
4302,DENW059,'29.04.2021 08:00',16,66,15,gut
4303,DENW059,'29.04.2021 09:00',16,67,15,gut
4304,DENW059,'29.04.2021 10:00',16,70,14,gut
4305,DENW059,'29.04.2021 11:00',17,66,18,gut
4306,DENW059,'29.04.2021 12:00',17,76,16,gut
4307,DENW059,'29.04.2021 13:00',17,77,16,gut
4308,DENW059,'29.04.2021 14:00',18,72,19,gut
4309,DENW059,'29.04.2021 15:00',18,77,18,gut
4310,DENW059,'29.04.2021 16:00',18,78,20,gut
4311,DENW059,'29.04.2021 17:00',18,77,20,gut
4312,DENW059,'29.04.2021 18:00',18,71,24,gut
4313,DENW059,'29.04.2021 19:00',18,76,17,gut
4314,DENW059,'29.04.2021 20:00',18,75,18,gut
4315,DENW059,'29.04.2021 21:00',17,74,17,gut
4316,DENW059,'29.04.2021 22:00',17,74,15,gut
4317,DENW059,'29.04.2021 23:00',17,67,15,gut
4318,DENW059,'29.04.2021 24:00',18,-,14,sehr gut
4319,DENW059,'30.04.2021 01:00',18,55,14,sehr gut
4320,DENW059,'30.04.2021 02:00',18,61,11,gut
4321,DENW059,'30.04.2021 03:00',19,47,12,sehr gut
4322,DENW059,'30.04.2021 04:00',19,57,11,sehr gut
4323,DENW059,'30.04.2021 05:00',20,48,20,sehr gut
4324,DENW059,'30.04.2021 06:00',20,42,23,gut
4325,DENW059,'30.04.2021 07:00',20,30,34,gut
4326,DENW059,'30.04.2021 08:00',20,26,-,sehr gut
4327,DENW059,'30.04.2021 09:00',20,38,32,gut
4328,DENW059,'30.04.2021 10:00',20,44,31,gut
4329,DENW059,'30.04.2021 11:00',20,46,30,gut
4330,DENW059,'30.04.2021 12:00',20,59,26,gut
4331,DENW059,'30.04.2021 13:00',20,69,21,gut
4332,DENW059,'30.04.2021 14:00',20,70,20,gut
4333,DENW059,'30.04.2021 15:00',21,78,18,gut
4334,DENW059,'30.04.2021 16:00',21,85,16,gut
4335,DENW059,'30.04.2021 17:00',21,83,20,gut
4336,DENW059,'30.04.2021 18:00',22,83,21,gut
4337,DENW059,'30.04.2021 19:00',22,77,26,gut
4338,DENW059,'30.04.2021 20:00',23,74,28,gut
4339,DENW059,'30.04.2021 21:00',23,56,36,gut
4340,DENW059,'30.04.2021 22:00',24,44,39,gut
4341,DENW059,'30.04.2021 23:00',24,28,41,mäßig
4342,DENW059,'30.04.2021 24:00',24,20,39,gut
4343,DENW059,'01.05.2021 01:00',24,-,20,gut
4344,DENW059,'01.05.2021 02:00',24,53,12,gut
4345,DENW059,'01.05.2021 03:00',25,43,12,gut
4346,DENW059,'01.05.2021 04:00',25,39,11,gut
4347,DENW059,'01.05.2021 05:00',25,28,14,gut
4348,DENW059,'01.05.2021 06:00',26,14,18,gut
4349,DENW059,'01.05.2021 07:00',26,10,23,gut
4350,DENW059,'01.05.2021 08:00',27,24,19,gut
4351,DENW059,'01.05.2021 09:00',27,56,-,gut
4352,DENW059,'01.05.2021 10:00',27,74,11,gut
4353,DENW059,'01.05.2021 11:00',27,74,17,gut
4354,DENW059,'01.05.2021 12:00',26,76,17,gut
4355,DENW059,'01.05.2021 13:00',26,80,16,gut
4356,DENW059,'01.05.2021 14:00',25,89,10,gut
4357,DENW059,'01.05.2021 15:00',25,93,10,gut
4358,DENW059,'01.05.2021 16:00',24,95,10,gut
4359,DENW059,'01.05.2021 17:00',24,98,9,gut
4360,DENW059,'01.05.2021 18:00',23,99,8,gut
4361,DENW059,'01.05.2021 19:00',23,96,11,gut
4362,DENW059,'01.05.2021 20:00',22,93,10,gut
4363,DENW059,'01.05.2021 21:00',22,86,12,gut
4364,DENW059,'01.05.2021 22:00',22,78,14,gut
4365,DENW059,'01.05.2021 23:00',21,70,17,gut
4366,DENW059,'01.05.2021 24:00',21,75,14,gut
4367,DENW059,'02.05.2021 01:00',21,79,11,gut
4368,DENW059,'02.05.2021 02:00',21,-,10,gut
4369,DENW059,'02.05.2021 03:00',20,65,9,gut
4370,DENW059,'02.05.2021 04:00',20,62,8,gut
4371,DENW059,'02.05.2021 05:00',19,60,6,sehr gut
4372,DENW059,'02.05.2021 06:00',19,54,10,sehr gut
4373,DENW059,'02.05.2021 07:00',18,54,10,sehr gut
4374,DENW059,'02.05.2021 08:00',17,64,8,gut
4375,DENW059,'02.05.2021 09:00',17,69,7,gut
4376,DENW059,'02.05.2021 10:00',16,75,-,gut
4377,DENW059,'02.05.2021 11:00',15,83,6,gut
4378,DENW059,'02.05.2021 12:00',15,84,6,gut
4379,DENW059,'02.05.2021 13:00',15,83,8,gut
4380,DENW059,'02.05.2021 14:00',14,83,9,gut
4381,DENW059,'02.05.2021 15:00',14,78,10,gut
4382,DENW059,'02.05.2021 16:00',14,79,10,gut
4383,DENW059,'02.05.2021 17:00',14,81,9,gut
4384,DENW059,'02.05.2021 18:00',13,80,10,gut
4385,DENW059,'02.05.2021 19:00',13,76,12,gut
4386,DENW059,'02.05.2021 20:00',13,81,10,gut
4387,DENW059,'02.05.2021 21:00',13,70,12,gut
4388,DENW059,'02.05.2021 22:00',13,38,29,gut
4389,DENW059,'02.05.2021 23:00',13,25,31,gut
4390,DENW059,'02.05.2021 24:00',12,16,37,gut
4391,DENW059,'03.05.2021 01:00',12,16,31,gut
4392,DENW059,'03.05.2021 02:00',12,10,34,gut
4393,DENW059,'03.05.2021 03:00',12,-,29,gut
4394,DENW059,'03.05.2021 04:00',13,14,22,gut
4395,DENW059,'03.05.2021 05:00',12,9,19,sehr gut
4396,DENW059,'03.05.2021 06:00',12,2,29,gut
4397,DENW059,'03.05.2021 07:00',12,2,26,gut
4398,DENW059,'03.05.2021 08:00',12,13,34,gut
4399,DENW059,'03.05.2021 09:00',13,18,37,gut
4400,DENW059,'03.05.2021 10:00',12,40,30,gut
4401,DENW059,'03.05.2021 11:00',12,64,-,gut
4402,DENW059,'03.05.2021 12:00',12,84,10,gut
4403,DENW059,'03.05.2021 13:00',12,95,6,gut
4404,DENW059,'03.05.2021 14:00',12,98,7,gut
4405,DENW059,'03.05.2021 15:00',12,96,9,gut
4406,DENW059,'03.05.2021 16:00',12,93,10,gut
4407,DENW059,'03.05.2021 17:00',12,92,11,gut
4408,DENW059,'03.05.2021 18:00',12,92,10,gut
4409,DENW059,'03.05.2021 19:00',12,93,7,gut
4410,DENW059,'03.05.2021 20:00',12,91,7,gut
4411,DENW059,'03.05.2021 21:00',12,81,12,gut
4412,DENW059,'03.05.2021 22:00',12,82,14,gut
4413,DENW059,'03.05.2021 23:00',12,92,6,gut
4414,DENW059,'03.05.2021 24:00',12,85,14,gut
4415,DENW059,'04.05.2021 01:00',12,86,9,gut
4416,DENW059,'04.05.2021 02:00',12,86,7,gut
4417,DENW059,'04.05.2021 03:00',11,87,10,gut
4418,DENW059,'04.05.2021 04:00',11,-,11,sehr gut
4419,DENW059,'04.05.2021 05:00',11,90,5,gut
4420,DENW059,'04.05.2021 06:00',11,88,4,gut
4421,DENW059,'04.05.2021 07:00',11,86,6,gut
4422,DENW059,'04.05.2021 08:00',11,79,9,gut
4423,DENW059,'04.05.2021 09:00',10,74,7,gut
4424,DENW059,'04.05.2021 10:00',10,74,5,gut
4425,DENW059,'04.05.2021 11:00',10,72,5,gut
4426,DENW059,'04.05.2021 12:00',9,70,-,gut
4427,DENW059,'04.05.2021 13:00',9,72,7,gut
4428,DENW059,'04.05.2021 14:00',10,73,12,gut
4429,DENW059,'04.05.2021 15:00',11,76,12,gut
4430,DENW059,'04.05.2021 16:00',11,81,10,gut
4431,DENW059,'04.05.2021 17:00',12,78,13,gut
4432,DENW059,'04.05.2021 18:00',12,80,12,gut
4433,DENW059,'04.05.2021 19:00',12,81,10,gut
4434,DENW059,'04.05.2021 20:00',12,80,10,gut
4435,DENW059,'04.05.2021 21:00',12,79,8,gut
4436,DENW059,'04.05.2021 22:00',12,76,8,gut
4437,DENW059,'04.05.2021 23:00',11,77,6,gut
4438,DENW059,'04.05.2021 24:00',11,76,7,gut
4439,DENW059,'05.05.2021 01:00',11,59,19,sehr gut
4440,DENW059,'05.05.2021 02:00',11,71,8,gut
4441,DENW059,'05.05.2021 03:00',11,73,10,gut
4442,DENW059,'05.05.2021 04:00',10,67,13,gut
4443,DENW059,'05.05.2021 05:00',10,-,4,sehr gut
4444,DENW059,'05.05.2021 06:00',10,45,24,gut
4445,DENW059,'05.05.2021 07:00',10,32,38,gut
4446,DENW059,'05.05.2021 08:00',10,42,32,gut
4447,DENW059,'05.05.2021 09:00',11,33,33,gut
4448,DENW059,'05.05.2021 10:00',11,42,26,gut
4449,DENW059,'05.05.2021 11:00',11,53,18,sehr gut
4450,DENW059,'05.05.2021 12:00',11,55,15,sehr gut
4451,DENW059,'05.05.2021 13:00',12,61,-,gut
4452,DENW059,'05.05.2021 14:00',11,62,13,gut
4453,DENW059,'05.05.2021 15:00',10,61,16,gut
4454,DENW059,'05.05.2021 16:00',10,51,18,sehr gut
4455,DENW059,'05.05.2021 17:00',9,63,12,gut
4456,DENW059,'05.05.2021 18:00',9,64,15,gut
4457,DENW059,'05.05.2021 19:00',9,63,15,gut
4458,DENW059,'05.05.2021 20:00',8,68,11,gut
4459,DENW059,'05.05.2021 21:00',8,47,19,sehr gut
4460,DENW059,'05.05.2021 22:00',8,39,19,sehr gut
4461,DENW059,'05.05.2021 23:00',9,27,18,sehr gut
4462,DENW059,'05.05.2021 24:00',9,24,15,sehr gut
4463,DENW059,'06.05.2021 01:00',9,45,9,sehr gut
4464,DENW059,'06.05.2021 02:00',9,28,7,sehr gut
4465,DENW059,'06.05.2021 03:00',9,15,6,sehr gut
4466,DENW059,'06.05.2021 04:00',9,22,5,sehr gut
4467,DENW059,'06.05.2021 05:00',9,27,7,sehr gut
4468,DENW059,'06.05.2021 06:00',9,-,18,sehr gut
4469,DENW059,'06.05.2021 07:00',9,28,14,sehr gut
4470,DENW059,'06.05.2021 08:00',8,28,26,gut
4471,DENW059,'06.05.2021 09:00',8,42,26,gut
4472,DENW059,'06.05.2021 10:00',8,60,16,sehr gut
4473,DENW059,'06.05.2021 11:00',8,69,10,gut
4474,DENW059,'06.05.2021 12:00',8,66,14,gut
4475,DENW059,'06.05.2021 13:00',8,-,-,sehr gut
4476,DENW059,'06.05.2021 14:00',8,-,-,sehr gut
4477,DENW059,'06.05.2021 15:00',7,-,-,sehr gut
4478,DENW059,'06.05.2021 16:00',7,78,9,gut
4479,DENW059,'06.05.2021 17:00',7,74,11,gut
4480,DENW059,'06.05.2021 18:00',7,64,11,gut
4481,DENW059,'06.05.2021 19:00',7,40,30,gut
4482,DENW059,'06.05.2021 20:00',7,33,35,gut
4483,DENW059,'06.05.2021 21:00',7,19,40,gut
4484,DENW059,'06.05.2021 22:00',7,10,38,gut
4485,DENW059,'06.05.2021 23:00',7,18,26,gut
4486,DENW059,'06.05.2021 24:00',7,29,15,sehr gut
4487,DENW059,'07.05.2021 01:00',7,51,10,sehr gut
4488,DENW059,'07.05.2021 02:00',7,52,9,sehr gut
4489,DENW059,'07.05.2021 03:00',8,35,11,sehr gut
4490,DENW059,'07.05.2021 04:00',7,20,12,sehr gut
4491,DENW059,'07.05.2021 05:00',8,13,20,sehr gut
4492,DENW059,'07.05.2021 06:00',8,11,26,gut
4493,DENW059,'07.05.2021 07:00',9,4,35,gut
4494,DENW059,'07.05.2021 08:00',9,11,30,gut
4495,DENW059,'07.05.2021 09:00',10,26,26,gut
4496,DENW059,'07.05.2021 10:00',11,27,30,gut
4497,DENW059,'07.05.2021 11:00',11,33,28,gut
4498,DENW059,'07.05.2021 12:00',11,37,29,gut
4499,DENW059,'07.05.2021 13:00',10,57,20,sehr gut
4500,DENW059,'07.05.2021 14:00',10,67,14,gut
4501,DENW059,'07.05.2021 15:00',10,67,17,gut
4502,DENW059,'07.05.2021 16:00',11,72,-,gut
4503,DENW059,'07.05.2021 17:00',11,78,12,gut
4504,DENW059,'07.05.2021 18:00',11,77,13,gut
4505,DENW059,'07.05.2021 19:00',11,74,16,gut
4506,DENW059,'07.05.2021 20:00',11,66,20,gut
4507,DENW059,'07.05.2021 21:00',12,48,21,gut
4508,DENW059,'07.05.2021 22:00',12,24,37,gut
4509,DENW059,'07.05.2021 23:00',12,18,29,gut
4510,DENW059,'07.05.2021 24:00',12,-,55,mäßig
4511,DENW059,'08.05.2021 01:00',13,0.2,49,mäßig
4512,DENW059,'08.05.2021 02:00',13,6,30,gut
4513,DENW059,'08.05.2021 03:00',13,3,30,gut
4514,DENW059,'08.05.2021 04:00',13,0.4,33,gut
4515,DENW059,'08.05.2021 05:00',13,7,29,gut
4516,DENW059,'08.05.2021 06:00',13,16,22,gut
4517,DENW059,'08.05.2021 07:00',13,19,23,gut
4518,DENW059,'08.05.2021 08:00',12,24,22,gut
4519,DENW059,'08.05.2021 09:00',12,32,20,sehr gut
4520,DENW059,'08.05.2021 10:00',11,40,19,sehr gut
4521,DENW059,'08.05.2021 11:00',11,52,15,sehr gut
4522,DENW059,'08.05.2021 12:00',12,65,12,gut
4523,DENW059,'08.05.2021 13:00',12,78,7,gut
4524,DENW059,'08.05.2021 14:00',12,87,6,gut
4525,DENW059,'08.05.2021 15:00',11,91,4,gut
4526,DENW059,'08.05.2021 16:00',11,86,8,gut
4527,DENW059,'08.05.2021 17:00',11,86,-,gut
4528,DENW059,'08.05.2021 18:00',11,85,7,gut
4529,DENW059,'08.05.2021 19:00',11,76,9,gut
4530,DENW059,'08.05.2021 20:00',11,68,13,gut
4531,DENW059,'08.05.2021 21:00',10,62,15,gut
4532,DENW059,'08.05.2021 22:00',10,68,9,gut
4533,DENW059,'08.05.2021 23:00',9,65,11,gut
4534,DENW059,'08.05.2021 24:00',9,52,16,sehr gut
4535,DENW059,'09.05.2021 01:00',9,-,22,gut
4536,DENW059,'09.05.2021 02:00',9,41,23,gut
4537,DENW059,'09.05.2021 03:00',8,43,22,gut
4538,DENW059,'09.05.2021 04:00',8,50,13,sehr gut
4539,DENW059,'09.05.2021 05:00',8,54,11,sehr gut
4540,DENW059,'09.05.2021 06:00',8,55,11,sehr gut
4541,DENW059,'09.05.2021 07:00',7,56,11,sehr gut
4542,DENW059,'09.05.2021 08:00',7,58,11,sehr gut
4543,DENW059,'09.05.2021 09:00',7,63,8,gut
4544,DENW059,'09.05.2021 10:00',7,68,8,gut
4545,DENW059,'09.05.2021 11:00',7,75,5,gut
4546,DENW059,'09.05.2021 12:00',7,81,4,gut
4547,DENW059,'09.05.2021 13:00',7,87,4,gut
4548,DENW059,'09.05.2021 14:00',7,91,4,gut
4549,DENW059,'09.05.2021 15:00',7,99,3,gut
4550,DENW059,'09.05.2021 16:00',7,102,4,gut
4551,DENW059,'09.05.2021 17:00',8,100,3,gut
4552,DENW059,'09.05.2021 18:00',8,98,-,gut
4553,DENW059,'09.05.2021 19:00',8,92,9,gut
4554,DENW059,'09.05.2021 20:00',8,89,10,gut
4555,DENW059,'09.05.2021 21:00',8,81,15,gut
4556,DENW059,'09.05.2021 22:00',8,83,9,gut
4557,DENW059,'09.05.2021 23:00',9,74,11,gut
4558,DENW059,'09.05.2021 24:00',9,71,12,gut
4559,DENW059,'10.05.2021 01:00',9,73,13,gut
4560,DENW059,'10.05.2021 02:00',9,-,19,sehr gut
4561,DENW059,'10.05.2021 03:00',8,77,8,gut
4562,DENW059,'10.05.2021 04:00',9,65,11,gut
4563,DENW059,'10.05.2021 05:00',9,46,18,sehr gut
4564,DENW059,'10.05.2021 06:00',9,60,17,sehr gut
4565,DENW059,'10.05.2021 07:00',9,73,15,gut
4566,DENW059,'10.05.2021 08:00',9,71,17,gut
4567,DENW059,'10.05.2021 09:00',10,76,12,gut
4568,DENW059,'10.05.2021 10:00',9,78,10,gut
4569,DENW059,'10.05.2021 11:00',10,86,8,gut
4570,DENW059,'10.05.2021 12:00',10,82,9,gut
4571,DENW059,'10.05.2021 13:00',10,80,6,gut
4572,DENW059,'10.05.2021 14:00',10,74,9,gut
4573,DENW059,'10.05.2021 15:00',10,75,7,gut
4574,DENW059,'10.05.2021 16:00',10,57,18,sehr gut
4575,DENW059,'10.05.2021 17:00',10,60,15,sehr gut
4576,DENW059,'10.05.2021 18:00',9,67,9,gut
4577,DENW059,'10.05.2021 19:00',9,72,-,gut
4578,DENW059,'10.05.2021 20:00',9,73,5,gut
4579,DENW059,'10.05.2021 21:00',9,71,5,gut
4580,DENW059,'10.05.2021 22:00',9,63,9,gut
4581,DENW059,'10.05.2021 23:00',8,60,11,sehr gut
4582,DENW059,'10.05.2021 24:00',8,53,13,sehr gut
4583,DENW059,'11.05.2021 01:00',8,60,10,sehr gut
4584,DENW059,'11.05.2021 02:00',8,46,12,sehr gut
4585,DENW059,'11.05.2021 03:00',8,-,12,sehr gut
4586,DENW059,'11.05.2021 04:00',8,33,11,sehr gut
4587,DENW059,'11.05.2021 05:00',7,28,11,sehr gut
4588,DENW059,'11.05.2021 06:00',7,14,13,sehr gut
4589,DENW059,'11.05.2021 07:00',7,5,18,sehr gut
4590,DENW059,'11.05.2021 08:00',7,7,31,gut
4591,DENW059,'11.05.2021 09:00',7,23,36,gut
4592,DENW059,'11.05.2021 10:00',7,27,34,gut
4593,DENW059,'11.05.2021 11:00',7,27,32,gut
4594,DENW059,'11.05.2021 12:00',7,35,25,gut
4595,DENW059,'11.05.2021 13:00',7,37,22,gut
4596,DENW059,'11.05.2021 14:00',7,35,21,gut
4597,DENW059,'11.05.2021 15:00',7,17,33,gut
4598,DENW059,'11.05.2021 16:00',8,19,41,mäßig
4599,DENW059,'11.05.2021 17:00',8,16,45,mäßig
4600,DENW059,'11.05.2021 18:00',8,21,39,gut
4601,DENW059,'11.05.2021 19:00',8,22,30,gut
4602,DENW059,'11.05.2021 20:00',9,15,-,sehr gut
4603,DENW059,'11.05.2021 21:00',9,16,26,gut
4604,DENW059,'11.05.2021 22:00',9,16,25,gut
4605,DENW059,'11.05.2021 23:00',10,37,15,sehr gut
4606,DENW059,'11.05.2021 24:00',10,33,12,sehr gut
4607,DENW059,'12.05.2021 01:00',10,18,10,sehr gut
4608,DENW059,'12.05.2021 02:00',10,12,11,sehr gut
4609,DENW059,'12.05.2021 03:00',10,22,12,sehr gut
4610,DENW059,'12.05.2021 04:00',11,-,13,sehr gut
4611,DENW059,'12.05.2021 05:00',11,6,14,sehr gut
4612,DENW059,'12.05.2021 06:00',11,3,18,sehr gut
4613,DENW059,'12.05.2021 07:00',12,2,29,gut
4614,DENW059,'12.05.2021 08:00',12,4,36,gut
4615,DENW059,'12.05.2021 09:00',12,12,30,gut
4616,DENW059,'12.05.2021 10:00',12,26,24,gut
4617,DENW059,'12.05.2021 11:00',12,33,23,gut
4618,DENW059,'12.05.2021 12:00',12,51,15,sehr gut
4619,DENW059,'12.05.2021 13:00',12,58,16,sehr gut
4620,DENW059,'12.05.2021 14:00',12,47,23,gut
4621,DENW059,'12.05.2021 15:00',12,70,13,gut
4622,DENW059,'12.05.2021 16:00',12,83,9,gut
4623,DENW059,'12.05.2021 17:00',11,86,10,gut
4624,DENW059,'12.05.2021 18:00',11,87,11,gut
4625,DENW059,'12.05.2021 19:00',11,66,21,gut
4626,DENW059,'12.05.2021 20:00',11,49,27,gut
4627,DENW059,'12.05.2021 21:00',11,24,-,sehr gut
4628,DENW059,'12.05.2021 22:00',11,12,44,mäßig
4629,DENW059,'12.05.2021 23:00',11,18,34,gut
4630,DENW059,'12.05.2021 24:00',11,16,25,gut
4631,DENW059,'13.05.2021 01:00',11,2,34,gut
4632,DENW059,'13.05.2021 02:00',11,1,20,sehr gut
4633,DENW059,'13.05.2021 03:00',11,0.6,18,sehr gut
4634,DENW059,'13.05.2021 04:00',11,0.5,19,sehr gut
4635,DENW059,'13.05.2021 05:00',11,-,17,sehr gut
4636,DENW059,'13.05.2021 06:00',11,1,16,sehr gut
4637,DENW059,'13.05.2021 07:00',11,8,17,sehr gut
4638,DENW059,'13.05.2021 08:00',11,16,16,sehr gut
4639,DENW059,'13.05.2021 09:00',11,29,13,sehr gut
4640,DENW059,'13.05.2021 10:00',11,44,9,sehr gut
4641,DENW059,'13.05.2021 11:00',11,70,7,gut
4642,DENW059,'13.05.2021 12:00',10,87,6,gut
4643,DENW059,'13.05.2021 13:00',10,85,11,gut
4644,DENW059,'13.05.2021 14:00',10,92,6,gut
4645,DENW059,'13.05.2021 15:00',10,95,7,gut
4646,DENW059,'13.05.2021 16:00',10,93,9,gut
4647,DENW059,'13.05.2021 17:00',10,62,18,gut
